gross,genres,movie_title,plot_keywords,movie_imdb_link,language,country,title_year,imdb_score,Action,Adventure,Fantasy,Sci-fi,Thriller,Comedy,Romance,Mystery,Horror,Animation
38542418,Action|Sci-Fi|Thriller,Surrogates,android|fbi agent|future|murder|robot,tt0986263,English,USA,2009,6.3,1,0,0,1,1,0,0,0,0,0
34566746,Drama|History|Thriller,Thirteen Days,blockade|crisis|cuba|missile|president,tt0146309,English,USA,2000,7.3,0,0,0,0,1,0,0,0,0,0
32885565,Action|Adventure|Drama|Thriller,Daylight,collapsing tunnel|explosion|new jersey|tunnel|weimaraner,tt0116040,English,USA,1996,5.8,1,1,0,0,1,0,0,0,0,0
36073232,Adventure|Animation|Family,Walking with Dinosaurs 3D,brother|dinosaur|head butt|hero|orphan,tt1762399,English,USA,2013,5.2,0,1,0,0,0,0,0,0,0,1
20950820,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Looney Tunes: Back in Action,diamond|duck|monkey|spy|stuntman,tt0318155,English,Germany,2003,5.7,0,1,1,1,0,1,0,0,0,1
19673424,Drama|Musical|Romance,Nine,based on stage musical based on film|child abuse|film director|italian|mistress,tt0875034,English,USA,2009,5.8,0,0,0,0,0,0,1,0,0,0
19480739,Action|Adventure|Sci-Fi,Timeline,castle|france|professor|student|time machine,tt0300556,English,USA,2003,5.6,1,1,0,1,0,0,0,0,0,0
17593391,Action|Adventure|Drama|Sci-Fi,The Postman,drifter|escape|hope|postman|usa,tt0119925,English,USA,1997,6,1,1,0,1,0,0,0,0,0,0
18318000,Adventure|Comedy|Drama|Family|Fantasy,Babe: Pig in the City,animal|farm|farmer|hotel|pig,tt0120595,English,Australia,1998,5.8,0,1,1,0,0,1,0,0,0,0
27356090,Action|Adventure|Fantasy,The Last Witch Hunter,box office flop|burned to death|magic|witch|witch hunter,tt1618442,English,USA,2015,6,1,1,1,0,0,0,0,0,0,0
17473245,Action|Sci-Fi|Thriller,Red Planet,astronaut|mars|robot|robot as menace|survival,tt0199753,English,USA,2000,5.7,1,0,0,1,1,0,0,0,0,0
15131330,Adventure|Animation|Family|Fantasy,Arthur and the Invisibles,boy|debt|garden|princess|treasure,tt0344854,English,France,2006,6,0,1,1,0,0,0,0,0,0,1
19406406,Documentary|Drama,Oceans,damselfish|ocean habitat|ocean life|razorfish|spider crab,tt0765128,French,France,2009,7.8,0,0,0,0,0,0,0,0,0,0
23219748,Action|Adventure|Drama|History|Romance,Pompeii,arena|lava bomb|mount vesuvius|pompeii|slave,tt1921064,English,Canada,2014,5.6,1,1,0,0,0,0,1,0,0,0
170708996,Biography|Drama,A Beautiful Mind,conspiracy|cryptography|mathematician|mental illness|nobel prize,tt0268978,English,USA,2001,8.2,0,0,0,0,0,0,0,0,0,0
422783777,Adventure|Animation|Drama|Family|Musical,The Lion King,king|prince|scar|uncle|unnecessary guilt,tt0110357,English,USA,1994,8.5,0,1,0,0,0,0,0,0,0,1
103812241,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Journey 2: The Mysterious Island,gold|hurricane|island|mountain|mysterious island,tt1397514,English,USA,2012,5.8,1,1,1,1,0,1,0,0,0,0
119793567,Animation|Comedy|Family|Fantasy|Sci-Fi,Cloudy with a Chance of Meatballs 2,food|inventor|island|orangutan|scientist,tt1985966,English,USA,2013,6.5,0,0,1,1,0,1,0,0,0,1
92930005,Crime|Drama|Thriller,Red Dragon,criminal profile|fbi agent|madman|tabloid reporter|tragic villain,tt0289765,English,Germany,2002,7.2,0,0,0,0,1,0,0,0,0,0
67286731,Action|Adventure|Western,Hidalgo,arab|cowboy|horse|race|sheik,tt0317648,English,USA,2004,6.7,1,1,0,0,0,0,0,0,0,0
127083765,Action|Crime|Thriller,2 Fast 2 Furious,bust|racing|shotgun|street racing|undercover agent,tt0322259,English,USA,2003,5.9,1,0,0,0,1,0,0,0,0,0
1339152,Adventure|Animation|Drama|Family|Fantasy,The Little Prince,aviator|based on book|girl|little girl|the little prince,tt1754656,English,France,2015,7.8,0,1,1,0,0,0,0,0,0,1
15071514,Sci-Fi|Thriller,The Invasion,alien|epidemic|psychiatrist|space shuttle|virus,tt0427392,English,USA,2007,5.9,0,0,0,1,1,0,0,0,0,0
323505540,Animation|Comedy|Family,The Secret Life of Pets,animal control|lost animal|mongrel|pet|terrier,tt2709768,English,Japan,2016,6.8,0,0,0,0,0,1,0,0,0,1
66462600,Action|Adventure|Fantasy|Sci-Fi,The League of Extraordinary Gentlemen,box office flop|captain nemo|dorian gray|invisible man|steampunk,tt0311429,English,USA,2003,5.8,1,1,1,1,0,0,0,0,0,0
368049635,Animation|Comedy|Family|Sci-Fi,Despicable Me 2,dating|minion|overprotective father|undercover spy|woman agent,tt1690953,English,USA,2013,7.5,0,0,0,1,0,1,0,0,0,1
306124059,Action|Adventure|Sci-Fi,Independence Day,alien|area 51|military|spacecraft|spaceship,tt0116629,English,USA,1996,6.9,1,1,0,1,0,0,0,0,0,0
229074524,Action|Adventure|Sci-Fi,The Lost World: Jurassic Park,capture|dinosaur|island|jurassic|jurassic park,tt0119567,English,USA,1997,6.5,1,1,0,1,0,0,0,0,0,0
193136719,Adventure|Animation|Comedy|Family,Madagascar,escape|jungle|lemur|madagascar|zoo,tt0351283,English,USA,2005,6.9,0,1,0,0,0,1,0,0,0,1
35286428,Drama|Sci-Fi|Thriller,Children of Men,chaos|england|long take|survival|violence,tt0206634,English,USA,2006,7.9,0,0,0,1,1,0,0,0,0,0
157299717,Action|Adventure|Sci-Fi,X-Men,first part|mutant|professor|superhero|superhero team,tt0120903,English,USA,2000,7.4,1,1,0,1,0,0,0,0,0,0
134568845,Action|Crime|Fantasy|Thriller,Wanted,assassin|bobble head doll|femme fatale|rejuvenation|strong female lead,tt0493464,English,USA,2008,6.7,1,0,1,0,1,0,0,0,0,0
134006721,Action|Adventure|Thriller,The Rock,alcatraz|fbi|general|hostage|rocket,tt0117500,English,USA,1996,7.4,1,1,0,0,1,0,0,0,0,0
195329763,Action|Adventure|Animation|Comedy|Family|Fantasy,Ice Age: The Meltdown,flood|mammoth|no opening credits|squirrel|valley,tt0438097,English,USA,2006,6.9,1,1,1,0,0,1,0,0,0,1
120776832,Comedy|Romance,50 First Dates,dream|hawaii|hawaiian shirt|short term memory loss|veterinarian,tt0343660,English,USA,2004,6.8,0,0,0,0,0,1,1,0,0,0
118823091,Comedy|Drama|Family|Music|Musical|Romance,Hairspray,audition|best friend|dance|friend|tv dance show,tt0427327,English,USA,2007,6.7,0,0,0,0,0,1,1,0,0,0
41814863,Horror|Mystery|Thriller,Exorcist: The Beginning,archeologist|church|excavation|faith|relic,tt0204313,English,USA,2004,5.1,0,0,0,0,1,0,0,1,1,0
97360069,Action|Adventure|Comedy|Family|Sci-Fi,Inspector Gadget,actor playing multiple roles|claw|gadget|inspector|police,tt0141369,English,USA,1999,4.1,1,1,0,1,0,1,0,0,0,0
117698894,Crime|Mystery|Thriller,Now You See Me,bank|fbi|heist|interpol|magician,tt1670345,English,USA,2013,7.3,0,0,0,0,1,0,0,1,0,0
162001186,Comedy,Grown Ups,basketball|coach|daughter|high school|high school basketball,tt1375670,English,USA,2010,6,0,0,0,0,0,1,0,0,0,0
77032279,Comedy|Drama,The Terminal,airport|construction site|fish out of water|flight attendant|man without a country,tt0362227,English,USA,2004,7.3,0,0,0,0,0,1,0,0,0,0
,Drama|Fantasy|Horror|Thriller,Constantine            ,based on comic|based on comic book|dc arrowverse|dc comics|supernatural,tt3489184,English,USA,,7.5,0,0,1,0,1,0,0,0,1,0
73023275,Comedy|Family,Hotel for Dogs,abandoned hotel|dog|foster home|overalls|playing with a dog,tt0785006,English,USA,2009,5.4,0,0,0,0,0,1,0,0,0,0
68473360,Action|Adventure|Drama|Thriller,Vertical Limit,death|die hard scenario|k2|rescue|urination,tt0190865,English,USA,2000,5.9,1,1,0,0,1,0,0,0,0,0
66636385,Biography|Comedy|Drama|History,Charlie Wilson's War,afghanistan|arms dealer|based on true story|cia|texas,tt0472062,English,USA,2007,7.1,0,0,0,0,0,1,0,0,0,0
160762022,Adventure|Animation|Comedy|Family,Shark Tale,anchor|fish|mobster|shark|vegetarian,tt0307453,English,USA,2004,6,0,1,0,0,0,1,0,0,0,1
103338338,Drama|Music|Musical,Dreamgirls,1960s|fire|pop chart|singer|trio,tt0443489,English,USA,2006,6.5,0,0,0,0,0,0,0,0,0,0
,Crime|Drama|Mystery,Life            ,cop|murder|partner|police|protective male,tt0874936,English,USA,,8.3,0,0,0,0,0,0,0,1,0,0
55808744,Comedy|Crime|Music,Be Cool,concert|mobster|russian|sequel|widow,tt0377471,English,USA,2005,5.7,0,0,0,0,0,1,0,0,0,0
47379090,Drama|History|Thriller,Munich,arab|black september|israel|jew|munich olympics,tt0408306,English,France,2005,7.6,0,0,0,0,1,0,0,0,0,0
43426961,Action|Drama|Thriller|War,Tears of the Sun,dictator|doctor|jungle|rebel|refugee,tt0314353,English,USA,2003,6.6,1,0,0,0,1,0,0,0,0,0
47000485,Action|Comedy|Romance|Thriller,Killers,hired killer|marriage|neighbor|on the run|store clerk,tt1103153,English,USA,2010,5.4,1,0,0,0,1,1,1,0,0,0
45434443,Action|Adventure|Comedy,The Man from U.N.C.L.E.,box office flop|cia agent|criminal organization|kgb agent|nuclear bomb,tt1638355,English,USA,2015,7.3,1,1,0,0,0,1,0,0,0,0
42044321,Comedy|Drama|Romance,Spanglish,chef|college|housekeeper|letter|mexico,tt0371246,English,USA,2004,6.5,0,0,0,0,0,1,1,0,0,0
73661010,Animation|Comedy|Family|Fantasy|Mystery,Monster House,babysitter|halloween|house|neighbor|suburb,tt0385880,English,USA,2006,6.6,0,0,1,0,0,1,0,1,0,1
41523271,Comedy|Crime|Drama|Romance,Bandits,bank manager|hypochondriac|love triangle|prison|television,tt0219965,English,USA,2001,6.6,0,0,0,0,0,1,1,0,0,0
37600435,Action|Adventure|Romance|Thriller,First Knight,battle|king|king arthur|knight|marriage,tt0113071,English,USA,1995,5.9,1,1,0,0,1,0,1,0,0,0
39251128,Drama|History|Romance,Anna and the King,1860s|children|king|schoolteacher|siam,tt0166485,English,USA,1999,6.7,0,0,0,0,0,0,1,0,0,0
83503161,Action|Drama|Fantasy|Romance,Immortals,burned alive|castration|olympus|torture|torture device,tt1253864,English,USA,2011,6.1,1,0,1,0,0,0,1,0,0,0
34636443,Action|Crime|Drama|Mystery|Thriller,Hostage,california|hostage|hostage negotiator|organized crime|police,tt0340163,English,USA,2005,6.6,1,0,0,0,1,0,0,1,0,0
22751979,Action|Adventure|Animation|Family|Sci-Fi,Titan A.E.,alien|captain|escape|pilot|scientist,tt0120913,English,USA,2000,6.6,1,1,0,1,0,0,0,0,0,1
30013346,Action|Comedy|Crime|Thriller,Hollywood Homicide,audition|kissing while having sex|machismo|murder|sex,tt0329717,English,USA,2003,5.3,1,0,0,0,1,1,0,0,0,0
14567883,Action|Drama|Sci-Fi,Soldier,crash survivor|planet|sergeant|soldier|survivor,tt0120157,English,UK,1998,6,1,0,0,1,0,0,0,0,0,0
90820,Drama|Horror|Sci-Fi|Thriller,Carriers,beach|disease|latex gloves|pandemic|virus,tt0806203,English,USA,2009,6,0,0,0,1,1,0,0,0,1,0
21009180,Action|Adventure|Drama|Thriller,Flight of the Phoenix,captain|desert|rescue|stranded|survivor,tt0377062,English,USA,2004,6.1,1,1,0,0,1,0,0,0,0,0
94999143,Drama|Mystery|Sci-Fi|Thriller,Unbreakable,child with gun|comic book|invulnerability|superhero|train crash,tt0217869,English,USA,2000,7.2,0,0,0,1,1,0,0,1,0,0
336029560,Action|Animation|Comedy|Family|Sci-Fi,Minions,antarctica|minion|queen|super villain|villain,tt2293640,English,USA,2015,6.4,1,0,0,1,0,1,0,0,0,1
36381716,Action|Fantasy,Sucker Punch,alternate reality|escape|girl gang|prostitution|samurai,tt0978764,English,USA,2011,6.1,1,0,1,0,0,0,0,0,0,0
55585389,Crime|Mystery|Thriller,Snake Eyes,assassination|boxing|casino|conspiracy|long take,tt0120832,English,USA,1998,5.9,0,0,0,0,1,0,0,1,0,0
36976367,Drama|Mystery|Sci-Fi|Thriller,Sphere,manifestation|ocean|spacecraft|spaceship|sphere,tt0120184,English,USA,1998,6,0,0,0,1,1,0,0,1,0,0
107225164,Action|Animation|Comedy|Family,The Angry Birds Movie,butt|downward duck|fish|kingfisher|pig,tt1985949,English,USA,2016,6.3,1,0,0,0,0,1,0,0,0,1
70224196,Action|Adventure|Comedy|Romance|Thriller,Fool's Gold,debt|rapper|treasure|treasure hunter|yacht,tt0770752,English,USA,2008,5.6,1,1,0,0,1,1,1,0,0,0
51814190,Comedy|Drama,Funny People,breasts|comedian|craigslist|infidelity|stand up comedian,tt1201167,English,USA,2009,6.4,0,0,0,0,0,1,0,0,0,0
47456450,Action|Drama|Thriller,The Kingdom,al qaeda|bomb making|fbi|saudi arabia|stabbed in the crotch,tt0431197,English,USA,2007,7.1,1,0,0,0,1,0,0,0,0,0
148213377,Action|Comedy|Sport,Talladega Nights: The Ballad of Ricky Bobby,car racing|french|friend|nascar|racing,tt0415306,English,USA,2006,6.6,1,0,0,0,0,1,0,0,0,0
112950721,Comedy|Family|Fantasy,Dr. Dolittle 2,bear|doctor|false accusation|man with glasses|second part,tt0240462,English,USA,2001,4.6,0,0,1,0,0,1,0,0,0,0
75600000,Biography|Drama|History|War,Braveheart,14th century|legend|revolt|scotland|tyranny,tt0112573,English,USA,1995,8.4,0,0,0,0,0,0,0,0,0,0
62647540,Action|Drama|War,Jarhead,american abroad|gulf war|u.s. military|u.s. soldier|usmc,tt0418763,English,Germany,2005,7.1,1,0,0,0,0,0,0,0,0,0
183132370,Adventure|Animation|Comedy,The Simpsons Movie,alaska|dome|lake|pig|the simpsons,tt0462538,English,USA,2007,7.4,0,1,0,0,0,1,0,0,0,1
27796042,Drama|Romance,The Majestic,amnesia|california|communist|small town|writer,tt0268995,English,USA,2001,6.9,0,0,0,0,0,0,1,0,0,0
18947630,Adventure|Drama|Family,Two Brothers,circus|death of protagonist|jungle|killing an animal|tiger,tt0338512,English,France,2004,7.1,0,1,0,0,0,0,0,0,0,0
114195633,Drama|Mystery|Romance|Thriller,The Village,creature|pact|plot twist|village|woods,tt0368447,English,USA,2004,6.5,0,0,0,0,1,0,1,1,0,0
144156464,Comedy|Family|Fantasy,Doctor Dolittle,box office hit|doctor|dog|first part|tiger,tt0118998,English,USA,1998,5.3,0,0,1,0,0,1,0,0,0,0
227965690,Drama|Sci-Fi|Thriller,Signs,crop circle|faith|farm|glass of water|loss of faith,tt0286106,English,USA,2002,6.7,0,0,0,1,1,0,0,0,0,0
436471036,Adventure|Animation|Comedy|Family|Fantasy|Romance,Shrek 2,drag queen|physical appearance|princess|queen|sequel,tt0298148,English,USA,2004,7.2,0,1,1,0,0,1,1,0,0,1
244052771,Adventure|Animation|Comedy|Family|Sport,Cars,car|desert|route 66|tow truck|truck,tt0317219,English,USA,2006,7.2,0,1,0,0,0,1,0,0,0,1
152149590,Comedy|Romance,Runaway Bride,bride|columnist|journalist|maryland|wedding,tt0163187,English,USA,1999,5.5,0,0,0,0,0,1,1,0,0,0
162495848,Adventure|Animation|Comedy|Family|Fantasy,The SpongeBob Movie: Sponge Out of Water,book|magic|pirate|plankton|time machine,tt2279373,English,USA,2015,6,0,1,1,0,0,1,0,0,0,1
136448821,Crime|Thriller,Ransom,bounty|fbi|millionaire|money|ransom,tt0117438,English,USA,1996,6.6,0,0,0,0,1,0,0,0,0,0
120523073,Adventure|Drama|War,Inglourious Basterds,france|german|nazis|revenge|scalping,tt0361748,English,USA,2009,8.3,0,1,0,0,0,0,0,0,0,0
119654900,Adventure|Comedy|Family|Fantasy,Hook,1990s|caught in a net|children|duel|hero,tt0102057,English,USA,1991,6.7,0,1,1,0,0,1,0,0,0,0
72660029,Action|Adventure,Hercules,army|greek mythology|hercules|king|mercenary,tt1267297,English,USA,2014,6,1,1,0,0,0,0,0,0,0,0
117541000,Action|Thriller,Die Hard 2,airport|fuel|plane|police|terrorist,tt0099423,English,USA,1990,7.1,1,0,0,0,1,0,0,0,0,0
116643346,Action|Adventure|Crime|Thriller,S.W.A.T.,hostage|police|prison|swat team|training,tt0257076,English,USA,2003,6,1,1,0,0,1,0,0,0,0,0
,Adventure|Drama|Fantasy|Mystery|Thriller,Sleepy Hollow            ,apocalypse|death|husband wife relationship|mother son relationship|murder,tt2647544,English,USA,,7.5,0,1,1,0,1,0,0,1,0,0
100614858,Fantasy|Mystery|Romance|Sci-Fi|Thriller,Vanilla Sky,death|dream|love|lynchian|reality,tt0259711,English,USA,2001,6.9,0,0,1,1,1,0,1,1,0,0
42272747,Drama|Fantasy|Mystery|Thriller,Lady in the Water,apartment|bedtime story|eagle|stuttering|swimming pool,tt0452637,English,USA,2006,5.6,0,0,1,0,1,0,0,1,0,0
80281096,Action|Horror|Sci-Fi|Thriller,AVP: Alien vs. Predator,alien|antarctica|predator|pyramid|satellite,tt0370263,English,USA,2004,5.6,1,0,0,1,1,0,0,0,1,0
219613391,Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks: The Squeakquel,adidas|chipmunk|hospital|school|waste container,tt1231580,English,USA,2009,4.5,0,0,1,0,0,1,0,0,0,1
78120196,Action|Drama|History|War,We Were Soldiers,air cavalry|battle|major|soldier|vietnamese,tt0277434,English,USA,2002,7.1,1,0,0,0,0,0,0,0,0,0
98895417,Action|Thriller,Olympus Has Fallen,political thriller|politics|president|speaker of the house|u.s. president,tt2302755,English,USA,2013,6.5,1,0,0,0,1,0,0,0,0,0
70117571,Action|Adventure|Sci-Fi|Thriller,Star Trek: Insurrection,alien|captain|commander|conspiracy|planet,tt0120844,English,USA,1998,6.4,1,1,0,1,1,0,0,0,0,0
83552429,Action|Sci-Fi,Battle Los Angeles,alien|extraterrestrial|invasion|marine|mission,tt1217613,English,USA,2011,5.8,1,0,0,1,0,0,0,0,0,0
66257002,Adventure|Drama|Fantasy,Big Fish,dog saved from a fire|flashback|growing up|multiple narrators|traveling salesman,tt0319061,English,USA,2003,8,0,1,1,0,0,0,0,0,0,0
65012000,Drama|Horror|Romance|Thriller,Wolf,blood|publisher|publishing house|werewolf|wolf,tt0111742,English,USA,1994,6.2,0,0,0,0,1,0,1,0,1,0
79883359,Drama|War,War Horse,barbed wire|british|cavalry|horse|world war one,tt1568911,English,USA,2011,7.2,0,0,0,0,0,0,0,0,0,0
78031620,Drama|War,The Monuments Men,art|art expert|nazi stolen art|soldier|world war two,tt2177771,English,USA,2014,6.1,0,0,0,0,0,0,0,0,0,0
54222000,Adventure|Drama|Sci-Fi|Thriller,The Abyss,alien|estranged couple|ocean|submarine|underwater,tt0096754,English,USA,1989,7.6,0,1,0,1,1,0,0,0,0,0
52474616,Drama,Wall Street: Money Never Sleeps,corporate greed|crisis|economy|greed|mentor,tt1027718,English,USA,2010,6.3,0,0,0,0,0,0,0,0,0,0
55942830,Action|Drama|Fantasy|Horror|War,Dracula Untold,death of wife|dracula|tarantula|turk|vampire,tt0829150,English,USA,2014,6.3,1,0,1,0,0,0,0,0,1,0
40932372,Action|Thriller,The Siege,abduction|martial law|military|new york city|terrorist,tt0133952,English,USA,1998,6.3,1,0,0,0,1,0,0,0,0,0
38345403,Adventure|Family|Fantasy|Romance,Stardust,king|magic|one word title|pirate|village,tt0486655,English,UK,2007,7.7,0,1,1,0,0,0,1,0,0,0
37901509,Adventure|Biography|Drama|History|War,Seven Years in Tibet,austria|dalai lama|himalaya|mountain|tibet,tt0120102,English,USA,1997,7,0,1,0,0,0,0,0,0,0,0
48430355,Comedy|Drama,The Dilemma,best friend|friend|investigation|secret|two word title,tt1578275,English,USA,2011,5.3,0,0,0,0,0,1,0,0,0,0
30157016,Action|Adventure|Comedy|Thriller,Bad Company,cia|cia agent|terrorist|twin|twin brother,tt0280486,English,USA,2002,5.6,1,1,0,0,1,1,0,0,0,0
28031250,Action|Adventure|Horror|Sci-Fi,Doom,commando unit|extra chromosome|first person shooter|special forces|teleportation,tt0419706,English,UK,2005,5.2,1,1,0,1,0,0,0,0,1,0
33105600,Action|Adventure|Comedy|Thriller,I Spy,boxer|espionage|spy|stealth|top secret,tt0297181,English,USA,2002,5.4,1,1,0,0,1,1,0,0,0,0
62321039,Action|Fantasy|Horror,Underworld: Awakening,battle|cryogenics|detective|scientist|vampire,tt1496025,English,USA,2012,6.4,1,0,1,0,0,0,0,0,1,0
38509342,Comedy|Drama|Musical|Romance,Rock of Ages,concert|love|music industry|panties|pole dancer,tt1336608,English,USA,2012,5.9,0,0,0,0,0,1,1,0,0,0
19076815,Drama|War,Hart's War,colonel|honor|lieutenant|pilot|racism,tt0251114,English,USA,2002,6.3,0,0,0,0,0,0,0,0,0,0
25093607,Action|Crime|Thriller,Killer Elite,australia|death|mentor|revenge|secret society,tt1448755,English,UK,2011,6.5,1,0,0,0,1,0,0,0,0,0
19819494,Action|Crime|Drama|Thriller,Hard Rain,dam|flood|money|police|sheriff,tt0120696,English,USA,1998,5.8,1,0,0,0,1,0,0,0,0,0
13596911,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,Osmosis Jones,blood|body|egg|virus|white blood cell,tt0181739,English,USA,2001,6.2,1,1,1,0,0,1,0,0,0,1
8460990,Adventure|Animation|Family|Fantasy|Musical,Legends of Oz: Dorothy's Return,jester|kansas|oz|princess|tornado,tt0884726,English,USA,2013,5.6,0,1,1,0,0,0,0,0,0,1
7097125,Action|Crime|Drama|Mystery|Thriller,Blackhat,chinese|computer|cybercrime|hacker|one word title,tt2717822,English,USA,2015,5.4,1,0,0,0,1,0,0,1,0,0
37760080,Action|Adventure|Mystery|Sci-Fi|Thriller,Sky Captain and the World of Tomorrow,captain|pilot|reporter|robot|scientist,tt0346156,English,USA,2004,6.1,1,1,0,1,1,0,0,1,0,0
25121291,Action|Crime|Mystery|Sci-Fi|Thriller,Escape Plan,cia agent|escape|muslim|prison|ship,tt1211956,English,USA,2013,6.7,1,0,0,1,1,0,0,1,0,0
18821279,Action|Adventure|Fantasy,The Legend of Hercules,ancient greece|forbidden love|hercules|king|slavery,tt1043726,English,USA,2014,4.2,1,1,1,0,0,0,0,0,0,0
118471320,Action|Drama|Thriller,The Sum of All Fears,analyst|cia|nuclear bomb|nuclear weapons|russia,tt0164184,English,USA,2002,6.4,1,0,0,0,1,0,0,0,0,0
300523113,Adventure|Drama|Fantasy|Romance,The Twilight Saga: Eclipse,friendship|graduation|revenge|vampire|werewolf,tt1325004,English,USA,2010,4.9,0,1,1,0,0,0,1,0,0,0
71069884,Crime|Drama|Thriller,The Score,partner|running|scepter|surveillance|thief,tt0227445,English,USA,2001,6.8,0,0,0,0,1,0,0,0,0,0
251501645,Animation|Comedy|Family,Despicable Me,girl|minion|moon|pyramid|white picket fence,tt1323594,English,USA,2010,7.7,0,0,0,0,0,1,0,0,0,1
35324232,Action|Comedy|Crime|Drama|Thriller,Money Train,bare breasts|breast|loan shark|subway|train,tt0113845,English,USA,1995,5.6,1,0,0,0,1,1,0,0,0,0
81257500,Comedy,Ted 2,baby|f word|fight|lawyer|marriage,tt2637276,English,USA,2015,6.4,0,0,0,0,0,1,0,0,0,0
617840,Adventure|Drama|History|Romance,Agora,christian|love|philosophy|prefect|slave,tt1186830,English,Spain,2009,7.2,0,1,0,0,0,0,1,0,0,0
29655590,Action|Comedy|Fantasy|Sci-Fi,Mystery Men,bowling|rajah|sphinx|spleen|superhero,tt0132347,English,USA,1999,6,1,0,1,1,0,1,0,0,0,0
45045037,Comedy|Romance,Hall Pass,drugged food|female frontal nudity|male frontal nudity|male nudity|marriage,tt0480687,English,USA,2011,5.9,0,0,0,0,0,1,1,0,0,0
28965197,Biography|Drama|Thriller,The Insider,cbs|cbs news|research|tobacco|whistleblower,tt0140352,English,USA,1999,7.9,0,0,0,0,1,0,0,0,0,0
27550735,Action|Drama|History|Thriller,The Finest Hours,1950s|coast guard|oil tanker|sinking ship|survival,tt2025690,English,USA,2016,6.8,1,0,0,0,1,0,0,0,0,0
39380442,Action|Drama|Thriller,Body of Lies,cia|jordan|middle east|spy|terrorist,tt0758774,English,USA,2008,7.1,1,0,0,0,1,0,0,0,0,0
72980108,Comedy,Dinner for Schmucks,dinner|diorama|idiot|irs|mouse,tt0427152,English,USA,2010,5.9,0,0,0,0,0,1,0,0,0,0
37516013,Action|Fantasy|Horror,Abraham Lincoln: Vampire Hunter,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter,tt1611224,English,USA,2012,5.9,1,0,1,0,0,0,0,0,1,0
87704396,Action|Crime|Romance|Thriller,Entrapment,art thief|insurance|mask|master thief|reference to iron maiden,tt0137494,English,USA,1999,6.2,1,0,0,0,1,0,1,0,0,0
,Comedy,Last Man Standing            ,family relationships|husband wife relationship|live studio audience|sitcom|three word title,tt1828327,English,USA,,7.4,0,0,0,0,0,1,0,0,0,0
83892374,Drama|Mystery|Sci-Fi|Thriller,The X Files,agent|alien|bomb|fbi|government,tt0120902,English,USA,1998,7,0,0,0,1,1,0,0,1,0,0
5932060,Action|Adventure|Fantasy|War,The Last Legion,5th century|boy|capri|roman legion|soldier,tt0462396,English,UK,2007,5.4,1,1,1,0,0,0,0,0,0,0
216119491,Action|Drama|War,Saving Private Ryan,army|invasion|killed in action|normandy|soldier,tt0120815,English,USA,1998,8.6,1,0,0,0,0,0,0,0,0,0
43568507,Action|Crime|Drama|Thriller,Need for Speed,cross country|custom car|illegal street racing|police officer crushed|street racing,tt2369135,English,USA,2014,6.5,1,0,0,0,1,0,0,0,0,0
176387405,Adventure|Animation|Comedy|Family,Ice Age,baby|ice|ice age|sleeping|sloth,tt0268380,English,USA,2002,7.6,0,1,0,0,0,1,0,0,0,1
33685268,Drama|Horror|Sci-Fi|Thriller,Dreamcatcher,alien|friend|maine|military|woods,tt0285531,English,USA,2003,5.5,0,0,0,1,1,0,0,0,1,0
182204440,Biography|Drama|History|War,Lincoln,cultural conflict|politics|president|slavery|u.s. president,tt0443272,English,USA,2012,7.4,0,0,0,0,0,0,0,0,0,0
171383253,Action|Sci-Fi,The Matrix,artificial reality|computer|matrix|questioning reality|simulated reality,tt0133093,English,USA,1999,8.7,1,0,0,1,0,0,0,0,0,0
172071312,Adventure|Drama|History,Apollo 13,cape kennedy|news footage|reference to christopher columbus|rocket|trapped in space,tt0112384,English,USA,1995,7.6,0,1,0,0,0,0,0,0,0,0
119412921,Action|Sci-Fi,Total Recall,ambiguous ending|false memory|implanted memory|memory|space colony,tt0100802,English,USA,1990,7.5,1,0,0,1,0,0,0,0,0,0
139225854,Comedy|Family|Fantasy,The Santa Clause 2,christmas|magic|santa claus|son|toy,tt0304669,English,USA,2002,5.5,0,0,1,0,0,1,0,0,0,0
148775460,Drama|Musical|Romance,Les Misérables,barricade|innkeeper|parole|rebellion|student,tt1707386,English,USA,2012,7.6,0,0,0,0,0,0,1,0,0,0
115731542,Comedy|Drama|Romance,You've Got Mail,bookstore|competing businesses|instant messaging|new york city|shop owner,tt0128853,English,USA,1998,6.5,0,0,0,0,0,1,1,0,0,0
100468793,Comedy,Step Brothers,dream|friendship|karaoke|love|slacker,tt0838283,English,USA,2008,6.9,0,0,0,0,0,1,0,0,0,0
93771072,Action|Adventure|Comedy|Romance|Thriller|Western,The Mask of Zorro,19th century|california|revenge|training|zorro,tt0120746,English,USA,1998,6.7,1,1,0,0,1,1,1,0,0,0
100448498,Comedy|Drama,Due Date,actor|aspiring actor|birth|misadventure|suitcase,tt1231583,English,USA,2010,6.6,0,0,0,0,0,1,0,0,0,0
115603980,Biography|Drama|Sport|War,Unbroken,emaciation|male nudity|plane crash|prisoner of war|torture,tt1809398,English,USA,2014,7.2,0,0,0,0,0,0,0,0,0,0
